Time,Distance,Corr Speed,Math Brake Pres Total,Alias Throttle Pos,Alias Steering Wheel Angle,Alias G Force Lat
s,m,km/h,bar,%,deg,G
64.56,3145,128.27,0.108,99.8,-21.659999,-1.14
64.6,3147,129.37,0.52,100,-20.7,-1.15
64.64,3148,130.56,0.176,100,-18.779999,-1.16
64.68,3149,131.34,0.042,99.8,-17.46,-1.19
64.72,3151,131.93,0.01,99.8,-16.14,-1.21
64.76,3152,132.88,0.009,100,-14.7,-1.22
64.8,3154,133.72,0.005,100,-13.5,-1.22
64.84,3155,134.54,0.029,100,-13.1,-1.21
64.88,3157,135.36,0.143,100,-10,-1.19
64.92,3158,136.04,0.133,100,-7.4,-1.14
64.96,3160,136.55,0.009,100,-6.04,-1.07
65,3161,137.26,0.005,100,-4.2,-0.98
65.04,3163,138.2,0.341,100,-2.76,-0.89
65.08,3164,139.16,0.299,100,-0.84,-0.8
65.12,3166,139.98,0.261,100,0.76,-0.7
65.16,3168,140.76,0.561,100.2,2.56,-0.6
65.2,3169,141.64,1.485,100.2,6.4,-0.5
65.24,3171,142.4,0.857,100.2,8.24,-0.38
65.28,3172,143.24,0.997,100.2,12.119999,-0.25
65.32,3174,144.12,1.753,100.2,16.959999,-0.09
65.36,3175,145,2.423,100.2,22.579999,0.07
65.4,3177,145.86,1.755,100.2,29.699998,0.25
65.44,3179,146.87,1.011,100.2,30.019998,0.44
65.48,3180,147.8,0.927,100.2,27.759999,0.63
65.52,3182,148.66,1.059,100.2,25.799999,0.81
65.56,3184,149.46,1.228,100.2,25.32,0.99
65.6,3185,150.19,1.52,100.2,25.8,1.15
65.64,3187,150.8,0.376,100.4,27.72,1.28
65.68,3189,151.39,0.606,100.2,29.22,1.38
65.72,3190,152.04,1.02,100.2,29.5,1.44
65.76,3192,152.77,1.006,100.2,29.079999,1.48
65.8,3194,153.65,0.53,100.2,29.799999,1.53
65.84,3195,154.74,1.614,100.4,31.159999,1.57
65.88,3197,155.53,1.198,100.4,32.1,1.62
65.92,3199,155.82,1.27,100.4,33.46,1.68
65.96,3201,156.19,1.932,100.2,35.279999,1.73
66,3202,156.94,1.4,100.4,36.800001,1.78
66.04,3204,157.74,1.084,100.4,36.800001,1.82
66.08,3206,158.56,1.392,100.2,35.96,1.88
66.12,3208,159.28,1.654,100.2,35.04,1.94
66.16,3209,159.91,1.751,100.2,34.539999,2
66.2,3211,160.39,2.115,100.2,34.700001,2.06
66.24,3213,160.79,1.527,100.2,34.219999,2.1
66.28,3215,161.23,1.338,100.4,31.699998,2.11
66.32,3217,161.71,1.174,100.4,30.019999,2.09
66.36,3218,162.36,1.191,100.6,30.12,2.06
66.4,3220,162.94,2.075,100.4,30.999999,2.04
66.44,3222,163.52,2.803,100.4,31.719999,2.03
66.48,3224,164.3,2.532,100.4,33.459999,2.03
66.52,3226,164.82,1.984,100.4,34.659999,2.03
66.56,3227,165.05,1.762,100.4,34.779999,2.03
66.6,3229,165.5,2.35,100.4,34.300001,2.03
66.64,3231,166.46,1.282,100.2,30.220001,2.02
66.68,3233,167.08,1.795,100.4,29.440001,2.03
66.72,3235,167.35,2.211,100.2,30.600001,2.04
66.76,3237,167.77,3.807,100.2,31.900001,2.05
66.8,3239,167.66,10.815,99.6,31.099999,2.04
66.84,3240,167.03,32.935,70.6,32.059999,2.03
66.88,3242,166.68,44.969,8.6,31.88,2.03
66.92,3244,166.54,53.641,2.4,29.2,2.01
66.96,3246,165.2,59.361,3.4,25.02,1.97
67,3248,163.18,56.225,3.4,22.700001,1.96
67.04,3250,161.88,46.065,2.4,20.699999,1.95
67.08,3251,160.33,45.277,2.8,20.439999,1.92
67.12,3253,158.34,43.469,2.8,21.559999,1.9
67.16,3255,156.73,37.715,2.8,23,1.9
67.2,3257,155.36,32.555,3,23,1.9
67.24,3258,153.53,43.291,3,23,1.87
67.28,3260,151.37,42.639,3.4,23.18,1.86
67.32,3262,149.78,39.171,3.4,23.34,1.84
67.36,3263,148.62,40.611,3.4,24.659999,1.81
67.4,3265,146.94,53.835,3.4,29.699998,1.79
67.44,3267,144.94,51.803,3.4,30.9,1.79
67.48,3268,143.32,48.403,3.4,28.98,1.81
67.52,3270,141.8,45.491,3.4,26.58,1.8
67.56,3271,140.04,42.049,3.4,24.46,1.8
67.6,3273,138.19,34.185,3.4,21.499999,1.8
67.64,3274,136.96,32.837,3.2,21.819999,1.79
67.68,3276,135.74,33.715,3.4,22.2,1.77
67.72,3277,134.34,34.023,3.2,24.4,1.77
67.76,3279,132.77,32.966,3.2,28.120001,1.78
67.8,3280,131.63,31.75,3.2,30.999999,1.77
67.84,3282,130.55,29.67,3.2,25.32,1.75
67.88,3283,129.1,29.18,3.2,25.639999,1.73
67.92,3285,127.58,29.094,3.2,30.919999,1.71
67.96,3286,126.5,29.116,3.2,37.8,1.69
68,3287,125.82,29.84,3.2,40.6,1.68
68.04,3289,124.69,29.516,3.2,35.639998,1.68
68.08,3290,123.3,28.652,3.2,34.58,1.7
68.12,3291,122.39,28.514,3.4,35.660001,1.71
68.16,3293,121.61,29.179,3.2,35.9,1.72
68.2,3294,120.3,29.535,3.4,31.099999,1.72
68.24,3296,118.84,29.215,3.4,26.38,1.74
68.28,3297,117.84,27.659,3.4,27.959999,1.74
68.32,3298,116.76,25.297,3.2,33.32,1.73
68.36,3299,115.58,22.001,3.2,38.78,1.72
68.4,3301,114.47,17.085,3.2,39.499998,1.72
68.44,3302,113.98,14.053,3.2,39.42,1.72
68.48,3303,113.51,13.412,3.4,44.74,1.72
68.52,3304,112.74,14.146,3.4,50.739999,1.74
68.56,3306,112.1,14.94,3.4,54.199998,1.76
68.6,3307,111.44,14.18,3.4,53.4,1.78
68.64,3308,110.72,13.96,3.4,49.479999,1.78
68.68,3309,109.86,14.328,3.4,44.959999,1.78
68.72,3311,109.06,12.794,3.4,42.16,1.77
68.76,3312,108.61,8.976,3.2,43.500001,1.76
68.8,3313,108.22,4.6,3.2,51.499999,1.74
68.84,3314,107.62,3.36,3.4,58.14,1.75
68.88,3315,106.8,3.188,3.2,66.219998,1.76
68.92,3317,106.34,2.854,3.2,72.699998,1.76
68.96,3318,106.08,1.969,3.2,76.7,1.77
69,3319,105.78,0.985,3.4,79.500001,1.79
69.04,3320,105.43,1.025,3.2,76.940002,1.81
69.08,3321,105.19,0.504,3.2,72.819999,1.84
69.12,3322,104.96,0.352,3.2,70.579997,1.88
69.16,3324,104.54,0.62,3.2,71.639999,1.92
69.2,3325,104.09,0.48,3.2,75.400002,1.94
69.24,3326,103.3,0.1,3.2,77.719999,1.94
69.28,3327,102.4,0.005,3.2,75.119997,1.95
69.32,3328,101.71,0.005,3.2,65.879998,1.92
69.36,3329,101.7,0.041,2.6,46.620001,1.85
69.4,3330,101.44,0.185,2.4,12.3,1.79
69.44,3332,100.68,0.597,2.4,13.18,1.75
69.48,3333,99.95,0.445,2.4,36.019999,1.71
69.52,3334,99.58,0.253,2.4,59.46,1.67
69.56,3335,99.29,0.31,3.6,75.460001,1.66
69.6,3336,98.88,0.67,4.2,89.299997,1.66
69.64,3337,98.54,0.554,4.8,96.020002,1.67
69.68,3338,98.4,0.666,4.8,95.659999,1.67
69.72,3339,98.28,0.472,5.4,89.699998,1.69
69.76,3340,98.06,0.318,8.8,80.78,1.72
69.8,3341,97.86,1.43,9.6,72.700001,1.75
69.84,3342,97.51,1.038,9.8,74.459999,1.78
69.88,3344,97.19,0.952,10.8,79.879997,1.82
69.92,3345,96.9,0.804,19.2,81.639997,1.85
69.96,3346,96.83,0.457,25.2,75.699999,1.88
70,3347,96.78,0.005,25,61.299998,1.9
70.04,3348,96.71,0.589,24.2,61.379999,1.92
70.08,3349,96.49,0.678,24,67.519999,1.94
70.12,3350,96.43,0.688,24.4,70.68,1.93
70.16,3351,96.36,0.838,24.8,67.84,1.9
70.2,3352,96.18,1.15,25,61.999997,1.87
70.24,3353,95.92,0.47,24.2,66.560001,1.84
70.28,3354,95.98,1.008,26,69.44,1.79
70.32,3355,96.18,1.51,29.6,69.639998,1.72
70.36,3356,96.11,1.426,29.6,68.419999,1.64
70.4,3357,95.68,0.91,28.6,69.300001,1.59
70.44,3359,95.66,0.578,29.8,69.86,1.53
70.48,3360,96.14,1.059,35,66.100001,1.46
70.52,3361,96.82,1.125,42.2,60.820001,1.39
70.56,3362,97.15,0.681,40.6,56.18,1.32
70.6,3363,97.1,0.765,40,53.699999,1.3
70.64,3364,97.27,1.713,39.8,53.939998,1.33
70.68,3365,98.22,1.077,42.4,47.58,1.34
70.72,3366,98.98,1.021,46.6,38.340001,1.36
70.76,3367,99.02,1.653,40.2,31,1.39
70.8,3368,98.45,1.025,41,31.399998,1.42
70.84,3369,98.59,1.881,44.6,35.64,1.39
70.88,3370,99.38,1.6,48.6,33.460001,1.38
70.92,3372,100.34,1.152,47.8,29.220001,1.38
70.96,3373,100.8,1.043,55,24.4,1.4
71,3374,100.96,1.315,58.2,17.600001,1.41
71.04,3375,101.08,0.531,57.8,4.32,1.4
71.08,3376,101.47,0.14,57.8,-13.7,1.36
71.12,3377,102.01,0.106,59,-29.18,1.29
71.16,3378,102.44,0.383,57.6,-38.100001,1.23
71.2,3379,102.66,0.915,57.8,-39.7,1.2
71.24,3381,102.89,0.783,64.2,-22.98,1.2
71.28,3382,103.39,0.342,68.8,-0.08,1.21
71.32,3383,104.03,0.308,68.6,10.96,1.22
71.36,3384,104.66,0.533,68.8,5.92,1.22
71.4,3385,105.18,0.005,70.8,-5.6,1.21
71.44,3386,105.8,0.389,84,9.52,1.2
71.48,3388,106.6,0.194,99.4,32.859999,1.18
71.52,3389,107.62,0.002,99.6,47.099998,1.16
71.56,3390,108.61,0.005,99.6,45.719999,1.15
71.6,3391,109.67,0.005,99.4,33.000001,1.13
71.64,3392,110.6,0.001,99.4,26.12,1.11
71.68,3394,111.23,0.252,99.6,22.54,1.08
71.72,3395,112,0.254,99.6,21.82,1.06
71.76,3396,112.79,0.076,99.8,23.24,1.04
71.8,3397,113.63,0.36,99.8,25.8,1.03
71.84,3399,114.49,0.076,99.8,25.64,1.02
71.88,3400,115.24,0.005,100,24.399999,1.01
71.92,3401,116.02,0.003,100,23.399999,0.99
71.96,3402,116.7,0.023,100,22.08,0.96
72,3404,117.44,0.115,100,18.000001,0.93
72.04,3405,118.21,0.287,100,15.839999,0.89
72.08,3406,118.96,0.402,100,20.76,0.87
72.12,3408,119.74,0.512,100,28.6,0.86
72.16,3409,120.73,0.616,100,35.519999,0.87
72.2,3410,121.78,0.66,100.2,38,0.87
72.24,3412,123.2,0.324,100,32.88,0.89
72.28,3413,124.19,0.099,100,25.539999,0.89
72.32,3415,125.42,0.335,100.2,19.139999,0.89
72.36,3416,126.77,0.76,100,13.2,0.91
72.4,3417,127.04,0.48,100,3.6,0.93
72.44,3419,126.43,0.14,100,2.56,0.93
72.48,3420,126.47,0.115,100,10.4,0.93
72.52,3422,127.4,0.093,100.2,18.32,0.92
72.56,3423,128.58,0.041,100,21.639999,0.88
72.6,3424,129.61,0.205,100,19.8,0.82
72.64,3426,130.67,0.045,100,14.76,0.76
72.68,3427,131.44,0.005,100.2,9.24,0.69
72.72,3429,132.06,0.003,100,6.44,0.63
72.76,3430,132.79,0.122,100.2,6.94,0.57
72.8,3432,133.84,0.61,100.2,8.7,0.51
72.84,3433,134.94,0.582,100.2,8.62,0.46
72.88,3435,135.71,0.632,100.2,8.54,0.41
72.92,3436,136.66,0.64,100.2,8.02,0.37
72.96,3438,138.25,0.478,100.2,6.1,0.3
73,3439,139.49,0.01,100.2,1.3,0.23
73.04,3441,140.11,0.39,99.8,-1.66,0.16
73.08,3442,140.24,0.419,100.2,-2.58,0.09
73.12,3444,140.8,0.225,100,-2.46,0.02
73.16,3446,141.59,0.023,100,-1.48,-0.03
73.2,3447,142.45,0.115,100,1,-0.06
73.24,3449,143.1,0.119,100.2,0.68,-0.08
73.28,3450,143.84,0.174,100.2,0.6,-0.11
73.32,3452,144.76,0.13,100.2,0.04,-0.14
73.36,3454,145.68,0.092,100.2,-1.14,-0.17
73.4,3455,146.54,0.42,100.2,-2.5,-0.21
73.44,3457,147.35,0.396,100.2,-2.58,-0.26
73.48,3458,148.09,0.318,100.2,-3.02,-0.3
73.52,3460,148.9,0.27,100.2,-3.42,-0.33
73.56,3462,149.83,0.228,100.2,-3.5,-0.36
73.6,3463,150.62,0.06,100.2,-3.1,-0.38
73.64,3465,151.31,0.136,100.2,-3.02,-0.39
73.68,3467,152.12,0.407,100.2,-4.08,-0.41
73.72,3468,153.05,0.405,100.2,-5.72,-0.43
73.76,3470,153.88,0.166,100.2,-7.46,-0.46
73.8,3472,154.62,0.23,100.2,-8.9,-0.49
73.84,3474,155.34,0.054,100.2,-9.14,-0.54
73.88,3475,156.16,0.277,100.4,-10.76,-0.59
73.92,3477,157.08,0.393,100.4,-12.96,-0.66
73.96,3479,157.91,0.242,100.4,-15.12,-0.75
74,3481,158.57,0.01,100.4,-16.799999,-0.84
74.04,3482,159.31,0.418,100.4,-17.2,-0.93
74.08,3484,160.02,0.478,100.4,-17.239999,-1.02
74.12,3486,160.79,0.514,100.4,-17.039999,-1.1
74.16,3488,161.38,0.489,100.4,-17.039999,-1.17
74.2,3490,162.11,0.005,100.4,-18.000001,-1.23
74.24,3491,162.85,0.513,100.4,-19.68,-1.29
74.28,3493,163.5,1.189,100.4,-20.22,-1.34
74.32,3495,164.2,1.711,100.4,-19.62,-1.4
74.36,3497,164.75,1.875,100.4,-18.76,-1.45
74.4,3499,165.4,1.595,100.4,-19.4,-1.49
74.44,3500,165.88,2.579,100.4,-19.320001,-1.54
74.48,3502,166.5,2.411,100.4,-17.86,-1.57
74.52,3504,167.1,2.147,100.4,-17.22,-1.59
74.56,3506,167.5,3.529,100,-17.82,-1.61
74.6,3508,167.76,8.985,99.8,-18.299999,-1.63
74.64,3510,167.76,22.929,89.6,-17.259999,-1.64
74.68,3512,167.39,42.384,38,-15.979999,-1.64
74.72,3513,166.55,59.704,3.4,-15.219999,-1.63
74.76,3515,165.3,69.64,3.4,-14.64,-1.61
74.8,3517,164.28,69.34,3.4,-12.8,-1.58
74.84,3519,162.66,50.852,3.4,-8.56,-1.54
74.88,3521,160.88,46.101,3.4,-6.36,-1.52
74.92,3522,158.93,45.943,3.4,-7.68,-1.51
74.96,3524,157.38,45.475,3.2,-12.22,-1.5
75,3526,155.69,44.035,3,-17.9,-1.5
75.04,3528,154.02,42.399,2.8,-17.339999,-1.49
75.08,3529,152.47,41.588,2.8,-12.94,-1.48
75.12,3531,150.82,41.752,2.4,-10.5,-1.46
75.16,3533,149.11,42.192,2.4,-13.2,-1.45
75.2,3534,147.82,41.36,2.4,-21.6,-1.44
75.24,3536,146.5,38.704,2.4,-21.44,-1.44
75.28,3538,145.01,37.686,2.4,-16.78,-1.44
75.32,3539,143.52,35.302,2.4,-13.74,-1.44
75.36,3541,142.09,31.945,2.4,-15.28,-1.44
75.4,3542,140.53,31.405,2.4,-21.2,-1.44
75.44,3544,139.16,31.017,2.4,-27.200001,-1.46
75.48,3545,138.25,29.102,2.4,-26.96,-1.47
75.52,3547,137.4,26.026,2.4,-22.12,-1.5
75.56,3548,136.31,23.177,2.4,-16.38,-1.53
75.6,3550,135.18,22.965,2.4,-15.499999,-1.55
75.64,3551,134.06,23.097,2.4,-20.54,-1.58
75.68,3553,132.79,25.815,2.4,-28.16,-1.59
75.72,3554,131.58,29.631,2.6,-33.68,-1.61
75.76,3556,130.52,34.086,3,-34.360001,-1.61
75.8,3557,129.24,39.75,3.2,-29.399999,-1.61
75.84,3559,127.96,41.402,3,-26.279999,-1.61
75.88,3560,126.53,41.515,3,-24.359999,-1.61
75.92,3561,124.93,39.415,3,-22.519999,-1.61
75.96,3563,123.66,35.898,2.8,-20.62,-1.62
76,3564,122.62,33.23,2.8,-19.500001,-1.65
76.04,3566,121.25,32.738,2.8,-23.260001,-1.67
76.08,3567,119.83,31.502,2.8,-28.220001,-1.72
76.12,3568,118.6,29.372,2.6,-31.020001,-1.76
76.16,3570,117.61,27.143,2.6,-29.12,-1.78
76.2,3571,116.68,26.555,2.4,-20.799999,-1.78
76.24,3572,115.49,25.315,2.4,-11.84,-1.77
76.28,3573,114.41,25.245,2.4,-6.9,-1.75
76.32,3575,113.39,25.543,2.4,-9.46,-1.74
76.36,3576,111.95,25.574,2.4,-19.08,-1.74
76.4,3577,110.84,24.87,2.4,-31.399998,-1.75
76.44,3578,109.92,22.694,2.4,-33.479999,-1.76
76.48,3580,109.01,21.952,2.4,-36.7,-1.78
76.52,3581,108.02,21.282,2.4,-41.700001,-1.79
76.56,3582,107.29,20.171,2.4,-47.4,-1.81
76.6,3583,106.82,18.955,2.8,-50.999998,-1.8
76.64,3584,106.04,17.555,2.6,-50.039999,-1.81
76.68,3585,105.25,14.805,2.8,-47.4,-1.82
76.72,3587,104.51,12.009,3.2,-43.600001,-1.82
76.76,3588,104.15,10.163,3.4,-41,-1.81
76.8,3589,103.38,9.955,3.2,-43.799998,-1.81
76.84,3590,102.54,9.111,3.2,-51.08,-1.83
76.88,3591,101.75,8.789,3.2,-61.720001,-1.83
76.92,3592,101.12,8.997,3.2,-68.680001,-1.83
76.96,3593,100.21,9.51,3.2,-69.600002,-1.83
77,3595,99.4,9.87,3,-66.800001,-1.84
77.04,3596,99.12,6.298,3.2,-61.599998,-1.83
77.08,3597,98.89,3.998,3.2,-53.759998,-1.83
77.12,3598,98.45,2.844,3,-53.839999,-1.83
77.16,3599,97.72,2.564,3,-65.079999,-1.84
77.2,3600,97.07,2.74,3.2,-83.399998,-1.83
77.24,3601,96.26,3.036,3,-89.8,-1.82
77.28,3602,95.46,3.377,3,-94.879999,-1.82
77.32,3603,94.88,3.439,3.2,-98.279999,-1.81
77.36,3604,94.57,3.295,3,-99.86,-1.8
77.4,3605,94.21,3.415,2.4,-99.699998,-1.8
77.44,3606,93.7,2.267,2.4,-98.819996,-1.8
77.48,3607,93.08,1.584,2.4,-99.199997,-1.8
77.52,3608,92.64,1.316,2.4,-99.519999,-1.8
77.56,3609,92.23,1.273,2.4,-99.920002,-1.8
77.6,3610,91.9,1.125,2.8,-101.999996,-1.8
77.64,3611,91.31,0.257,7,-103.519998,-1.81
77.68,3612,90.74,0.619,8.4,-101.68,-1.82
77.72,3613,90.3,0.705,11.6,-99.720001,-1.82
77.76,3614,89.63,0.412,14.6,-98.979999,-1.82
77.8,3615,89.12,1.04,18.4,-98.899999,-1.82
77.84,3616,88.8,0.392,18.6,-94.819999,-1.81
77.88,3617,88.79,0.296,23.4,-85.519998,-1.8
77.92,3618,88.67,0.414,29.4,-78.719998,-1.79
77.96,3619,88.56,0.451,30.6,-77.72,-1.78
78,3620,88.54,0.155,30.8,-81.400002,-1.78
78.04,3621,88.67,0.395,31.8,-83.16,-1.78
78.08,3622,88.78,0.728,33.6,-81.919998,-1.78
78.12,3623,88.9,0.742,36.4,-80.079997,-1.78
78.16,3624,89.1,0.447,37.8,-79.119998,-1.77
78.2,3625,89.36,0.275,38.6,-79.600001,-1.76
78.24,3626,89.7,0.223,45.6,-78.160001,-1.74
78.28,3627,90,0.234,47.8,-76.539999,-1.72
78.32,3628,90.5,0.222,50.8,-75.499998,-1.71
78.36,3629,90.91,0.185,52,-74.72,-1.7
78.4,3630,91.57,0.205,52.8,-72.800002,-1.67
78.44,3631,91.92,0.185,54.2,-70.880003,-1.66
78.48,3632,92.47,0.075,53.6,-69.02,-1.65
78.52,3633,93.02,0.003,53.6,-65.54,-1.65
78.56,3634,93.95,0.127,54.2,-58.680002,-1.63
78.6,3635,94.48,0.635,55.2,-46.6,-1.62
78.64,3637,94.93,0.271,58,-39.559998,-1.6
78.68,3638,95.2,0.072,61.2,-31.499999,-1.57
78.72,3639,95.71,0.084,62.6,-27.1,-1.53
78.76,3640,96.11,0.252,66.4,-28.219999,-1.5
78.8,3641,96.83,0.42,71.6,-33.900001,-1.47
78.84,3642,97.6,0.108,81.6,-33.74,-1.44
78.88,3643,98.68,0.012,89.4,-23.62,-1.41
78.92,3644,99.44,0.002,93.8,-14.62,-1.38
78.96,3645,100.19,0.005,99.4,-10.76,-1.34
79,3646,100.75,0.005,99.4,-9,-1.29
79.04,3647,101.64,0.241,99.6,-7.48,-1.23
79.08,3649,102.59,0.504,99.6,-15.440001,-1.18
79.12,3650,103.82,0.482,99.4,-25.88,-1.15
79.16,3651,105.11,0.232,99.4,-33.079999,-1.12
79.2,3652,106.26,0.18,99.6,-32.600001,-1.1
79.24,3653,107.3,0.744,99.8,-28.36,-1.09
79.28,3654,108.19,0.36,100,-27.239999,-1.09
79.32,3656,109.27,0.466,100,-27.359999,-1.08
79.36,3657,110.22,1.054,100,-26.8,-1.06
79.4,3658,111.22,0.67,100.2,-23.599999,-1.06
79.44,3659,112.18,0.33,100.2,-22,-1.06
79.48,3661,113.29,0.749,100,-21.6,-1.07
79.52,3662,114.37,0.929,100.2,-22.32,-1.06
79.56,3663,115.07,0.647,100.2,-23.219999,-1.06
79.6,3664,115.98,0.455,100.2,-22.500001,-1.05
79.64,3666,117.01,0.479,100.2,-19.54,-1.02
79.68,3667,118.16,0.2,100.2,-16.159999,-0.99
79.72,3668,119.09,0.372,100.2,-14.599999,-0.95
79.76,3670,119.86,0.982,100.2,-15.58,-0.92
79.8,3671,120.82,1.25,100.2,-18.299999,-0.9
79.84,3672,122.02,1.046,100,-20.38,-0.9
79.88,3674,122.95,0.89,100.2,-21.259999,-0.9
79.92,3675,124.14,0.492,100.2,-19.979999,-0.92
79.96,3676,125.12,0.001,100.2,-17.34,-0.95
80,3678,125.89,0.005,100.2,-15.899999,-0.99
80.04,3679,126.9,0.685,100.2,-17.5,-1.02
80.08,3681,127.87,0.432,100,-18.2,-1.04
80.12,3682,128.8,0.124,100.2,-18.32,-1.06
80.16,3684,129.86,0.244,100.2,-18.18,-1.08
80.2,3685,130.72,0.88,100,-18.1,-1.08
80.24,3686,131.65,0.592,100.2,-16.58,-1.07
80.28,3688,132.68,0.739,100.2,-13.74,-1.06
80.32,3689,133.55,0.795,100.2,-11.74,-1.04
80.36,3691,134.3,0.595,100,-11.46,-1.01
80.4,3692,135.02,0.335,100.2,-12.5,-0.97
80.44,3694,135.54,0.071,100.2,-12.42,-0.95
80.48,3695,136.08,0.146,100,-10.72,-0.92
80.52,3697,136.84,0.496,100,-9.36,-0.89
80.56,3698,137.56,0.839,100.2,-9.3,-0.86
80.6,3700,138.38,0.675,100,-10.5,-0.83
80.64,3701,139.16,0.139,100,-11.38,-0.82
80.68,3703,140.03,0.167,100,-12.56,-0.82
80.72,3705,141.01,0.169,100,-12.64,-0.84
80.76,3706,141.92,0.057,100,-11.48,-0.85
80.8,3708,142.63,0.245,100,-10.2,-0.86
80.84,3709,143.56,0.057,100,-10.84,-0.86
80.88,3711,144.36,0.382,100,-10.28,-0.84
80.92,3713,144.98,0.556,100,-8.56,-0.8
80.96,3714,145.73,0.386,99.8,-6.04,-0.76
81,3716,146.51,0.15,100,-3.4,-0.71
81.04,3717,147.25,0.078,100,-3.24,-0.67
81.08,3719,147.95,0.024,99.8,-6.56,-0.64
81.12,3721,148.75,0.178,99.6,-10.32,-0.61
81.16,3722,149.65,0.507,99.6,-11.88,-0.58
81.2,3724,150.49,0.755,99.6,-9,-0.55
81.24,3726,151.34,0.327,99.8,-6.44,-0.53
81.28,3727,151.96,0.652,100,-4.3,-0.5
81.32,3729,152.66,0.65,100.2,-3.94,-0.47
81.36,3731,153.44,0.174,100,-5.42,-0.43
81.4,3732,154.37,0.01,99.6,-7.5,-0.39
81.44,3734,155.36,0.462,99.6,-8.3,-0.35
81.48,3736,156.19,0.233,100,-7.96,-0.31
81.52,3738,156.78,0.005,100.2,-7.36,-0.27
81.56,3739,157.54,0.154,99.4,-7.02,-0.24
81.6,3741,158.24,0.75,99.6,-7.1,-0.22
81.64,3743,158.87,0.302,100.2,-8.86,-0.21
81.68,3745,159.35,0.082,99.6,-11.82,-0.22
81.72,3746,160.24,0.176,99.8,-13.66,-0.23
81.76,3748,160.98,0.497,100.2,-13.1,-0.24
81.8,3750,161.56,0.785,99.6,-9.9,-0.25
81.84,3752,162.08,0.301,100.2,-8.46,-0.26
81.88,3754,162.8,0.45,99.6,-7.56,-0.27
81.92,3755,163.7,0.38,100.2,-6.96,-0.27
81.96,3757,164.22,0.046,99.8,-6.38,-0.27
82,3759,164.66,0.21,100,-5.5,-0.27
82.04,3761,165.42,0.234,99.6,-5.5,-0.27
82.08,3763,166.26,0.582,100.2,-4.3,-0.25
82.12,3765,166.91,0.488,100,-2.98,-0.24
82.16,3766,167.33,0.011,99.8,-2.18,-0.22
82.2,3768,167.98,0.035,100.2,-2.1,-0.2
82.24,3770,168.64,0.591,99.8,-1.54,-0.18
82.28,3772,169.2,0.295,99.8,0.46,-0.16
82.32,3774,169.98,0.195,100,2.38,-0.12
82.36,3776,170.66,0.487,100,3.48,-0.09
82.4,3778,171.31,0.515,100,3.8,-0.04
82.44,3780,172.02,0.207,100,3.88,0
82.48,3782,172.61,0.382,100,3.84,0.04
82.52,3784,172.98,0.46,100,3.8,0.08
82.56,3785,173.5,0.261,100,3.8,0.12
82.6,3787,173.92,0.005,100,3.8,0.15
82.64,3789,174.28,0.009,100,3.56,0.16
82.68,3791,174.74,0.007,100,3.56,0.17
82.72,3793,175.51,0.149,99.8,3.6,0.17
82.76,3795,176.28,0.334,99.8,3.56,0.15
82.8,3797,176.9,0.21,99.8,3.4,0.14
82.84,3799,177.55,0.042,100,3.48,0.12
82.88,3801,178.1,0.057,100,3.5,0.1
82.92,3803,178.6,0.105,100,3.46,0.08
82.96,3805,179.11,0.097,99.8,3.42,0.07
83,3807,179.78,0.005,100,3.5,0.07
83.04,3809,180.46,0.221,99.8,3.5,0.06
83.08,3811,181.14,0.182,100,3.44,0.06
83.12,3813,181.74,0.188,99.8,3.4,0.06
83.16,3815,182.3,0.233,100,3.42,0.06
83.2,3817,182.83,0.005,99.8,3.5,0.07
83.24,3819,183.4,0.245,99.8,3.5,0.07
83.28,3821,183.88,0.194,99.8,3.5,0.07
83.32,3823,184.39,0.086,100,3.54,0.07
83.36,3825,185.02,0.083,99.8,3.58,0.07
83.4,3827,185.64,0.275,99.8,3.5,0.07
83.44,3829,186.25,0.199,99.8,3.58,0.07
83.48,3831,186.85,0.237,99.8,3.54,0.07
83.52,3833,187.43,0.311,99.8,3.5,0.08
83.56,3836,188.02,0.293,99.8,3.5,0.09
83.6,3838,188.57,0.005,99.8,3.5,0.1
83.64,3840,189.1,0.145,99.8,3.5,0.12
83.68,3842,189.68,0.309,99.8,3.5,0.13
83.72,3844,190.28,0.493,99.8,3.46,0.14
83.76,3846,190.85,0.572,99.8,3.42,0.15
83.8,3848,191.39,0.3,99.8,3.5,0.15
83.84,3850,191.93,0.42,99.8,3.5,0.15
83.88,3852,192.46,0.267,99.8,3.44,0.15
83.92,3855,193,0.089,99.8,3.44,0.14
83.96,3857,193.54,0.064,99.8,3.46,0.13
84,3859,194.09,0.3,99.8,3.3,0.11
84.04,3861,194.63,0.44,99.8,3.14,0.1
84.08,3863,195.13,0.28,99.8,3.28,0.09
84.12,3865,195.62,0.258,99.8,3.4,0.09
84.16,3868,196.16,0.338,99.8,3.4,0.09
84.2,3870,196.74,0.01,99.8,3.4,0.08
84.24,3872,197.2,0.53,99.8,3.32,0.07
84.28,3874,197.63,0.576,99.8,3.36,0.07
84.32,3876,198.14,0.312,99.8,3.4,0.07
84.36,3879,198.8,0.084,99.8,3.38,0.07
84.4,3881,199.43,0.42,99.8,3.3,0.07
84.44,3883,199.93,0.524,99.8,3.3,0.08
84.48,3885,200.53,0.223,99.8,3.36,0.08
84.52,3887,201.1,0.003,100,3.4,0.08
